problem_id,worker_role,worker_domain,problem_title,problem_description,type_of_issue,impacted_users_estimate,public_reputation_risk,revenue_impact_estimate,time_to_fix_estimate_hours,label
P0435,Research Scientist,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,767641,0,12203,45,hair_on_fire
P0436,Community Manager,Platform Integrity,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,988322,0,56911,22,hair_on_fire
P0437,Content Moderator,Core Engineering,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,215635,0,72628,71,hair_on_fire
P0438,Policy Analyst,Monetization,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,249187,0,0,72,vitamin
P0439,Community Manager,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,378456,0,38607,63,hair_on_fire
P0440,Product Designer,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,217105,0,10739,62,hair_on_fire
P0441,Engineer,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,493921,1,34734,13,hair_on_fire
P0442,Data Scientist,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,928606,1,58428,7,hair_on_fire
P0443,Policy Analyst,User Experience,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,276295,0,73956,9,hair_on_fire
P0444,Research Scientist,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,700696,1,54262,31,hair_on_fire
P0445,Content Moderator,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,561627,1,30886,62,hair_on_fire
P0446,Policy Analyst,Core Engineering,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,946730,0,67740,20,hair_on_fire
P0447,Engineer,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,995263,0,25260,18,hair_on_fire
P0448,Content Moderator,Developer Tools,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,716408,1,0,20,vitamin
P0449,Policy Analyst,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,91354,1,72358,43,hair_on_fire
P0450,Policy Analyst,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,824858,1,0,21,hair_on_fire
P0451,Research Scientist,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,590116,0,70206,46,hair_on_fire
P0452,Data Scientist,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,686694,1,62003,6,hair_on_fire
P0453,Research Scientist,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,150940,1,0,44,hair_on_fire
P0454,Product Designer,Platform Integrity,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,965665,1,2651,45,vitamin
P0455,Policy Analyst,Monetization,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,883888,1,89764,14,hair_on_fire
P0456,Product Designer,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,779950,1,42056,36,hair_on_fire
P0457,Data Scientist,Core Engineering,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,463273,0,53368,64,hair_on_fire
P0458,Marketer,Platform Integrity,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,68904,1,52872,19,hair_on_fire
P0459,Content Moderator,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,917793,0,32701,6,hair_on_fire
P0460,Community Manager,Platform Integrity,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,738962,0,0,61,hair_on_fire
P0461,Data Scientist,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,253790,1,58471,24,hair_on_fire
P0462,Community Manager,Trust & Safety,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,171556,1,90289,13,hair_on_fire
P0463,Policy Analyst,Platform Integrity,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,52162,0,28091,30,hair_on_fire
P0464,Product Designer,Accessibility,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,683338,1,89417,3,hair_on_fire
P0465,Community Manager,Growth,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,630443,0,0,41,vitamin
P0466,Policy Analyst,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,893052,1,28601,61,hair_on_fire
P0467,Policy Analyst,Developer Tools,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,7804,1,77826,38,hair_on_fire
P0468,Policy Analyst,Core Engineering,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,67038,1,83964,43,hair_on_fire
